"","gene_id","SYMBOL","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","WT_0H_DNA2","WT_120H_DNA2","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000037197","ENSMUSG00000037197","Rbm17",2405,"RNA binding motif protein 17 [Source:MGI Symbol;Acc:MGI:1924188]","protein_coding","chromosome","76938",23.8866250338793,22.4673690500193,-0.139273697122932,5.81268828459248,1.73052203770578,0.209433806880217,0.302538872092335
"ENSMUSG00000019518","ENSMUSG00000019518","Ap4m1",5361,"adaptor-related protein complex AP-4, mu 1 [Source:MGI Symbol;Acc:MGI:1337063]","protein_coding","chromosome","11781",2.26110653985696,2.74442993312189,0.233546451949891,3.76885890953668,1.72817734751048,0.209725524149324,0.302929847174408
"ENSMUSG00000106384","ENSMUSG00000106384","Gm43188",2160,"predicted gene 43188 [Source:MGI Symbol;Acc:MGI:5663325]","TEC","chromosome",NA,0.953647811959538,0.501166695519436,-0.956698533605951,0.830556284240444,1.75926105561864,0.209816430087148,0.303030718770171
"ENSMUSG00000038534","ENSMUSG00000038534","Osbpl7",5920,"oxysterol binding protein-like 7 [Source:MGI Symbol;Acc:MGI:1918490]","protein_coding","chromosome","71240",1.29650577985082,1.61169868168744,0.263367401867118,3.13726988279162,1.72722960036734,0.209843587973458,0.303032972087612
"ENSMUSG00000024851","ENSMUSG00000024851","Pitpnm1",7030,"phosphatidylinositol transfer protein, membrane-associated 1 [Source:MGI Symbol;Acc:MGI:1197524]","protein_coding","chromosome","18739",3.28879859636985,3.87577752719365,0.181381668398708,4.66673567350344,1.72709685876161,0.209860130857503,0.303032972087612
"ENSMUSG00000029397","ENSMUSG00000029397","Rchy1",3773,"ring finger and CHY zinc finger domain containing 1 [Source:MGI Symbol;Acc:MGI:1915348]","protein_coding","chromosome","68098",4.30392392334947,5.08649281887857,0.187972791300224,4.16325726501933,1.72646015942917,0.209939502728968,0.303117149708665
"ENSMUSG00000022420","ENSMUSG00000022420","Dnal4",2391,"dynein, axonemal, light chain 4 [Source:MGI Symbol;Acc:MGI:1859217]","protein_coding","chromosome","54152",4.00030476215447,3.37320561348827,-0.300639514848667,3.18203645442575,1.7257419126768,0.210029086932986,0.30321605383158
"ENSMUSG00000040321","ENSMUSG00000040321","Zfp770",6793,"zinc finger protein 770 [Source:MGI Symbol;Acc:MGI:2445100]","protein_coding","chromosome","228491",0.675897912664384,0.913571475320114,0.369306023302742,2.47728020503222,1.72469530015073,0.210159715312029,0.303327001475649
"ENSMUSG00000049571","ENSMUSG00000049571","Cfap46",9224,"cilia and flagella associated protein 46 [Source:MGI Symbol;Acc:MGI:2444387]","protein_coding","chromosome","212124",0.594972144728111,0.451499235043025,-0.458947639327452,2.33047650026673,1.72464598729685,0.210165872667499,0.303327001475649
"ENSMUSG00000114045","ENSMUSG00000114045","Gm34220",2709,"predicted gene, 34220 [Source:MGI Symbol;Acc:MGI:5593379]","TEC","chromosome","102637400",0.283872975168666,0.560401512294262,0.87395400602086,0.405084055801177,1.72461926488386,0.21016920940793,0.303327001475649
"ENSMUSG00000094910","ENSMUSG00000094910","D430019H16Rik",5786,"RIKEN cDNA D430019H16 gene [Source:MGI Symbol;Acc:MGI:2443127]","protein_coding","chromosome","268595",0.650216267344011,0.497503579410803,-0.437276393618978,1.82032921038442,1.72412010866331,0.210231549985763,0.303386529389448
"ENSMUSG00000103472","ENSMUSG00000103472","Pcdhga7",5217,"protocadherin gamma subfamily A, 7 [Source:MGI Symbol;Acc:MGI:1935219]","protein_coding","chromosome","93715",1.50492200298755,1.90300223942368,0.28553324559845,3.18109851128278,1.72103799252411,0.210617010639637,0.303912295276337
"ENSMUSG00000026960","ENSMUSG00000026960","Arl6ip6",2703,"ADP-ribosylation factor-like 6 interacting protein 6 [Source:MGI Symbol;Acc:MGI:1929507]","protein_coding","chromosome","65103",2.69364295826609,3.3938545638001,0.278572210001086,3.06948637895449,1.719867030589,0.210763694582381,0.304093444571008
"ENSMUSG00000057156","ENSMUSG00000057156","Homez",5907,"homeodomain leucine zipper-encoding gene [Source:MGI Symbol;Acc:MGI:2678023]","protein_coding","chromosome","239099",2.35147160094634,2.04404892436888,-0.251955250163369,3.72554315230158,1.71938783110509,0.210823760934807,0.304149596726291
"ENSMUSG00000060992","ENSMUSG00000060992","Copz1",3662,"coatomer protein complex, subunit zeta 1 [Source:MGI Symbol;Acc:MGI:1929063]","protein_coding","chromosome","56447",9.0302227871935,8.4171099219814,-0.157132917992543,5.01179803051952,1.71807738588423,0.210988134612102,0.304345552397646
"ENSMUSG00000001674","ENSMUSG00000001674","Ddx18",2483,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192]","protein_coding","chromosome","66942",5.70704636984477,6.87721247456455,0.214952476096831,3.9859583633939,1.71796760502341,0.211001912317962,0.304345552397646
"ENSMUSG00000064372","ENSMUSG00000064372","mt-Tp",67,"mitochondrially encoded tRNA proline [Source:MGI Symbol;Acc:MGI:102478]","Mt_tRNA","chromosome",NA,35.3809661390131,23.8630764459662,-0.594510004650744,1.13655141145151,1.71750925980179,0.211059448066363,0.304398012644447
"ENSMUSG00000059713","ENSMUSG00000059713","Rcan3",5111,"regulator of calcineurin 3 [Source:MGI Symbol;Acc:MGI:1858220]","protein_coding","chromosome","53902",3.49469927843143,4.14823228838733,0.189255280249628,4.3018427318534,1.71631011144837,0.21121007219456,0.304584704532454
"ENSMUSG00000067870","ENSMUSG00000067870","Rpl31-ps8",378,"ribosomal protein L31, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3647726]","processed_pseudogene","chromosome","667682",4.98730420374311,2.64169305198866,-1.00965744331739,0.731027036258175,1.75582334721735,0.21136248227541,0.304773934237512
"ENSMUSG00000091475","ENSMUSG00000091475","2810468N07Rik",2124,"RIKEN cDNA 2810468N07 gene [Source:MGI Symbol;Acc:MGI:1920084]","lncRNA","chromosome","72834",0.60174870496587,0.97323860031216,0.634793739278789,0.886422049643308,1.71448594014642,0.211439471381864,0.304854383700648
"ENSMUSG00000056608","ENSMUSG00000056608","Chd9",23148,"chromodomain helicase DNA binding protein 9 [Source:MGI Symbol;Acc:MGI:1924001]","protein_coding","chromosome","109151",9.93020225380957,9.35613502492483,-0.13806038383,7.80649375188618,1.71422823835126,0.211471904689192,0.304870582722529
"ENSMUSG00000021384","ENSMUSG00000021384","Susd3",2837,"sushi domain containing 3 [Source:MGI Symbol;Acc:MGI:1913579]","protein_coding","chromosome","66329",0.684845800806373,0.43858820721604,-0.721983535355749,0.84837446720266,1.71385374023729,0.211519048968222,0.304907984590655
"ENSMUSG00000014074","ENSMUSG00000014074","Rnf168",4462,"ring finger protein 168 [Source:MGI Symbol;Acc:MGI:1917488]","protein_coding","chromosome","70238",6.20134626638152,5.6810109755698,-0.176112648686135,4.7428580656792,1.71225358566228,0.211720639965465,0.305167993985099
"ENSMUSG00000055932","ENSMUSG00000055932","Fto",13031,"fat mass and obesity associated [Source:MGI Symbol;Acc:MGI:1347093]","protein_coding","chromosome","26383",6.39947838140743,5.98558228563622,-0.146790725722794,6.34632072944192,1.71060941920265,0.211928034362006,0.305436315281528
"ENSMUSG00000044145","ENSMUSG00000044145","1810024B03Rik",3550,"RIKEN cDNA 1810024B03 gene [Source:MGI Symbol;Acc:MGI:1925560]","protein_coding","chromosome","329509",0.469704829080918,0.310138904913733,-0.636886741946583,0.671092166321175,1.71009572675063,0.211992885115833,0.305499165705001
"ENSMUSG00000027187","ENSMUSG00000027187","Cat",2613,"catalase [Source:MGI Symbol;Acc:MGI:88271]","protein_coding","chromosome","12359",13.1301466511318,15.001407937677,0.142224261214678,5.20944534830777,1.70873939884211,0.21216423711907,0.305715465208543
"ENSMUSG00000060923","ENSMUSG00000060923","Acyp2",863,"acylphosphatase 2, muscle type [Source:MGI Symbol;Acc:MGI:1922822]","protein_coding","chromosome","75572",7.27770268732943,5.92242252083589,-0.343858014857037,2.56862154039749,1.70780291925154,0.21228265197635,0.305855449882175
"ENSMUSG00000048148","ENSMUSG00000048148","Nwd1",12067,"NACHT and WD repeat domain containing 1 [Source:MGI Symbol;Acc:MGI:2442268]","protein_coding","chromosome","319555",0.438445739711627,0.340113784212258,-0.423051868429158,2.29539161459464,1.70715568267615,0.212364542909714,0.305942343539974
"ENSMUSG00000032913","ENSMUSG00000032913","Lrig2",11755,"leucine-rich repeats and immunoglobulin-like domains 2 [Source:MGI Symbol;Acc:MGI:2443718]","protein_coding","chromosome","269473",2.29827710648821,2.11585893668742,-0.169332479145077,4.71357771025641,1.70699004396591,0.212385506737805,0.305942343539974
"ENSMUSG00000090272","ENSMUSG00000090272","Mndal",3591,"myeloid nuclear differentiation antigen like [Source:MGI Symbol;Acc:MGI:3780953]","protein_coding","chromosome","100040462",0.640349089392678,0.924933499403987,0.482188095440469,1.5818129824913,1.70626931491424,0.212476755941112,0.306043135097153
"ENSMUSG00000064901","ENSMUSG00000064901","Snora21",137,"small nucleolar RNA, H/ACA box 21 [Source:MGI Symbol;Acc:MGI:3819493]","snoRNA","chromosome","100302498",69.0250566750663,56.3804436545643,-0.340844460646505,3.14075929985711,1.70475298039968,0.212668899776093,0.306275292082279
"ENSMUSG00000085183","ENSMUSG00000085183","Wincr1",761,"WNT induced non-coding RNA 1 [Source:MGI Symbol;Acc:MGI:3649757]","lncRNA","chromosome","100040617",1.19377341050871,2.27437688076387,0.832012644413185,0.588472173359205,1.70466127761648,0.21268052718855,0.306275292082279
"ENSMUSG00000023868","ENSMUSG00000023868","Pde10a",12849,"phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]","protein_coding","chromosome","23984",1.41969404987307,1.23201777316823,-0.256676492203428,4.11009869884236,1.70307262121886,0.212882090693074,0.306534864672385
"ENSMUSG00000028036","ENSMUSG00000028036","Ptgfr",6778,"prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796]","protein_coding","chromosome","19220",0.166790129334811,0.269578807792502,0.636655355681748,0.731481542582586,1.7026015044811,0.212941911925876,0.306579949307652
"ENSMUSG00000027690","ENSMUSG00000027690","Slc2a2",5755,"solute carrier family 2 (facilitated glucose transporter), member 2 [Source:MGI Symbol;Acc:MGI:1095438]","protein_coding","chromosome","20526",0.131859631829022,0.243460020410986,0.83175566573217,0.336157697445628,1.70249030543435,0.212956034875779,0.306579949307652
"ENSMUSG00000073274","ENSMUSG00000073274","Gm14636",7009,"predicted gene 14636 [Source:MGI Symbol;Acc:MGI:3641976]","lncRNA","chromosome","100503338",0.181503363610426,0.294688269513756,0.621563805297237,0.885333765247806,1.70190594001296,0.213030272724622,0.306656128748424
"ENSMUSG00000022525","ENSMUSG00000022525","Plaat1",3286,"phospholipase A and acyltransferase 1 [Source:MGI Symbol;Acc:MGI:1351473]","protein_coding","chromosome","27281",0.235590459157896,0.416786036638996,0.740225243463666,0.324601619206424,1.69990465636535,0.213284769785802,0.306991749305385
"ENSMUSG00000102319","ENSMUSG00000102319","Gm37626",4563,"predicted gene, 37626 [Source:MGI Symbol;Acc:MGI:5610854]","TEC","chromosome",NA,1.19346258421678,0.826640239561903,-0.588968356059536,2.26184153324629,1.73622944858036,0.213357473558204,0.307065664436515
"ENSMUSG00000009112","ENSMUSG00000009112","Bcl2l13",9089,"BCL2-like 13 (apoptosis facilitator) [Source:MGI Symbol;Acc:MGI:2136959]","protein_coding","chromosome","94044",19.2480356904826,18.0431847060088,-0.141497907246374,7.41487051213357,1.69737439051417,0.213607099164046,0.307394166517641
"ENSMUSG00000022365","ENSMUSG00000022365","Derl1",3328,"Der1-like domain family, member 1 [Source:MGI Symbol;Acc:MGI:1915069]","protein_coding","chromosome","67819",12.6560509605381,14.5067179597011,0.146220124173642,5.50629305287351,1.69586062801401,0.213800238022885,0.307641322986007
"ENSMUSG00000025487","ENSMUSG00000025487","Psmd13",3377,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:MGI Symbol;Acc:MGI:1345192]","protein_coding","chromosome","23997",8.38634081822747,9.73427306727829,0.159421275455793,4.94655733480109,1.69484083743072,0.213930479104976,0.3077947592925
"ENSMUSG00000032040","ENSMUSG00000032040","Dcps",1451,"decapping enzyme, scavenger [Source:MGI Symbol;Acc:MGI:1916555]","protein_coding","chromosome","69305",6.26297530164803,5.38809683335638,-0.268459594176992,3.11982832266742,1.69469061044346,0.213949673803861,0.3077947592925
"ENSMUSG00000028102","ENSMUSG00000028102","Pex11b",2812,"peroxisomal biogenesis factor 11 beta [Source:MGI Symbol;Acc:MGI:1338882]","protein_coding","chromosome","18632",1.2609743302879,0.943877379291883,-0.486227142673597,1.72789138387333,1.69428984180225,0.21400089144385,0.307837649604466
"ENSMUSG00000114995","ENSMUSG00000114995","Gm49284",2064,"predicted gene, 49284 [Source:MGI Symbol;Acc:MGI:6118771]","TEC","chromosome",NA,1.19080137704126,0.76049244027255,-0.696364595175633,1.14850535855727,1.69260338281131,0.214216592390964,0.308117114888173
"ENSMUSG00000016356","ENSMUSG00000016356","Col20a1",5142,"collagen, type XX, alpha 1 [Source:MGI Symbol;Acc:MGI:1920618]","protein_coding","chromosome","73368",0.755248921257139,0.561405991768321,-0.495509863474954,1.84357701443313,1.69183710083761,0.214314694134337,0.308227393104004
"ENSMUSG00000024759","ENSMUSG00000024759","Atl3",10099,"atlastin GTPase 3 [Source:MGI Symbol;Acc:MGI:1924270]","protein_coding","chromosome","109168",6.27121324089251,7.07997850238732,0.12506014616242,6.08195190495685,1.69107538690026,0.214412268711498,0.308336891171759
"ENSMUSG00000053801","ENSMUSG00000053801","Grwd1",2057,"glutamate-rich WD repeat containing 1 [Source:MGI Symbol;Acc:MGI:2141989]","protein_coding","chromosome","101612",2.91673003279107,3.75483981122513,0.313537290484362,2.81397456609464,1.69076749764102,0.214451725251737,0.308362798697308
"ENSMUSG00000105933","ENSMUSG00000105933","Gm43260",2430,"predicted gene 43260 [Source:MGI Symbol;Acc:MGI:5663397]","lncRNA","chromosome",NA,0.834463536997581,0.554407766348173,-0.634762974568019,0.92057789914405,1.69005836608205,0.21454263745135,0.308462682377818
"ENSMUSG00000048970","ENSMUSG00000048970","C1galt1c1",1449,"C1GALT1-specific chaperone 1 [Source:MGI Symbol;Acc:MGI:1913493]","protein_coding","chromosome","59048",4.38964339943185,3.60955297265164,-0.345770687689325,2.59164518442,1.68795556774341,0.214812514296932,0.308819830129796
"ENSMUSG00000038085","ENSMUSG00000038085","Cnbd2",3879,"cyclic nucleotide binding domain containing 2 [Source:MGI Symbol;Acc:MGI:1918123]","protein_coding","chromosome","70873",0.92593936676462,0.668637527696318,-0.544813837539048,1.72174380474988,1.68753187370984,0.214866945139327,0.308867206895932
"ENSMUSG00000067369","ENSMUSG00000067369","Trmt2b",4648,"TRM2 tRNA methyltransferase 2B [Source:MGI Symbol;Acc:MGI:2442530]","protein_coding","chromosome","215201",2.68529446691916,2.37228230598492,-0.232119903999797,3.58585504291474,1.6858447790915,0.215083858935135,0.309148117050282
"ENSMUSG00000019428","ENSMUSG00000019428","Fkbp8",4529,"FK506 binding protein 8 [Source:MGI Symbol;Acc:MGI:1341070]","protein_coding","chromosome","14232",18.2106823949485,17.322162997452,-0.128266446495917,6.33755528023823,1.68525997917772,0.215159114252447,0.309212573984568
"ENSMUSG00000034105","ENSMUSG00000034105","Meak7",4132,"MTOR associated protein , eak-7 homolog [Source:MGI Symbol;Acc:MGI:1921597]","protein_coding","chromosome","74347",1.77410977721115,2.2963341033261,0.30690805455799,3.10048644922498,1.68516217515621,0.215171703548711,0.309212573984568
"ENSMUSG00000000247","ENSMUSG00000000247","Lhx2",4393,"LIM homeobox protein 2 [Source:MGI Symbol;Acc:MGI:96785]","protein_coding","chromosome","16870",1.59815490618128,2.09461541404861,0.331144210421208,3.04797146388134,1.68438524045812,0.215271744189879,0.309325429607237
"ENSMUSG00000040250","ENSMUSG00000040250","Ints13",8485,"integrator complex subunit 13 [Source:MGI Symbol;Acc:MGI:1918427]","protein_coding","chromosome","71177",3.05671817384339,2.80372905720332,-0.175852917703111,4.65162807172256,1.68381433411222,0.215345294356365,0.309380884681905
"ENSMUSG00000026848","ENSMUSG00000026848","Tor1b",5327,"torsin family 1, member B [Source:MGI Symbol;Acc:MGI:1353605]","protein_coding","chromosome","30934",4.97954392618928,5.81829605122077,0.166829964220229,4.8560373868723,1.68375173583332,0.215353360906032,0.309380884681905
"ENSMUSG00000052155","ENSMUSG00000052155","Acvr2a",5686,"activin receptor IIA [Source:MGI Symbol;Acc:MGI:102806]","protein_coding","chromosome","11480",3.37761158565147,3.08072661456764,-0.188715822769564,4.2175419044683,1.68308008599023,0.215439935795725,0.309474346445677
"ENSMUSG00000023791","ENSMUSG00000023791","Pigx",2398,"phosphatidylinositol glycan anchor biosynthesis, class X [Source:MGI Symbol;Acc:MGI:1919334]","protein_coding","chromosome","72084",2.25957493961263,3.0038534399089,0.367101190415646,2.70116873653608,1.68187963735215,0.215594784590958,0.30966585358905
"ENSMUSG00000031985","ENSMUSG00000031985","Gnpat",3587,"glyceronephosphate O-acyltransferase [Source:MGI Symbol;Acc:MGI:1343460]","protein_coding","chromosome","14712",5.54311365424544,6.48511811708742,0.173031125329146,4.44580625612696,1.68123579277556,0.215677895086845,0.309749101990482
"ENSMUSG00000005994","ENSMUSG00000005994","Tyrp1",2828,"tyrosinase-related protein 1 [Source:MGI Symbol;Acc:MGI:98881]","protein_coding","chromosome","22178",1.4922956526147,2.44369824161468,0.644451192914682,2.51679727076296,1.76243352019575,0.215695818136189,0.309749101990482
"ENSMUSG00000034401","ENSMUSG00000034401","Spata6",5616,"spermatogenesis associated 6 [Source:MGI Symbol;Acc:MGI:1915196]","protein_coding","chromosome","67946",1.75174277711322,2.22948966718898,0.28327217193714,3.5085079387933,1.68058620635492,0.215761788843727,0.309779856040721
"ENSMUSG00000028601","ENSMUSG00000028601","Echdc2",2287,"enoyl Coenzyme A hydratase domain containing 2 [Source:MGI Symbol;Acc:MGI:1289238]","protein_coding","chromosome","52430",3.91772446054244,3.30374489968706,-0.298662846691038,3.08645638164269,1.68048443765375,0.215774936051056,0.309779856040721
"ENSMUSG00000037957","ENSMUSG00000037957","Wdr20",5593,"WD repeat domain 20 [Source:MGI Symbol;Acc:MGI:1916891]","protein_coding","chromosome","69641",3.27876702704735,2.9872680664095,-0.187691733837028,4.15088628441554,1.6804309052675,0.215781852163534,0.309779856040721
"ENSMUSG00000027099","ENSMUSG00000027099","Mtx2",3675,"metaxin 2 [Source:MGI Symbol;Acc:MGI:1859652]","protein_coding","chromosome","53375",2.35772231057615,2.95889698888905,0.281279920014835,3.31543792831006,1.68001966025503,0.215834992512238,0.3098252183163
"ENSMUSG00000022009","ENSMUSG00000022009","Nufip1",3974,"nuclear fragile X mental retardation protein interacting protein 1 [Source:MGI Symbol;Acc:MGI:1351474]","protein_coding","chromosome","27275",1.93507204674819,2.41393003707506,0.272138579076665,3.1412326054891,1.67979234035652,0.215864373663244,0.30983646926395
"ENSMUSG00000055239","ENSMUSG00000055239","Kcmf1",6325,"potassium channel modulatory factor 1 [Source:MGI Symbol;Acc:MGI:1921537]","protein_coding","chromosome","74287",5.74390604112975,6.63578795360343,0.157765435972325,5.29791110740281,1.67947097306192,0.215905919306716,0.309865176276737
"ENSMUSG00000032131","ENSMUSG00000032131","Abcg4",5211,"ATP binding cassette subfamily G member 4 [Source:MGI Symbol;Acc:MGI:1890594]","protein_coding","chromosome","192663",0.571840106687537,0.389667746828996,-0.632374178107488,1.44806516317309,1.67880249190502,0.215992372254683,0.309958321469452
"ENSMUSG00000032475","ENSMUSG00000032475","Nck1",4792,"non-catalytic region of tyrosine kinase adaptor protein 1 [Source:MGI Symbol;Acc:MGI:109601]","protein_coding","chromosome","17973",3.49454737170515,4.2726959068501,0.239319111888445,4.22814204742313,1.6786144510587,0.216016699178514,0.30996230346058
"ENSMUSG00000017721","ENSMUSG00000017721","Pigt",3856,"phosphatidylinositol glycan anchor biosynthesis, class T [Source:MGI Symbol;Acc:MGI:1926178]","protein_coding","chromosome","78928",17.6625816556528,19.9355636830983,0.121743813714085,6.18489970515815,1.67718625838025,0.216201581034413,0.310196641903126
"ENSMUSG00000097648","ENSMUSG00000097648","9330185C12Rik",1009,"RIKEN cDNA 9330185C12 gene [Source:MGI Symbol;Acc:MGI:1924761]","lncRNA","chromosome","77511",1.04612402600512,0.568771323992319,-0.951610740717952,0.0250049032034979,1.67654989680537,0.216284025126334,0.310283974999196
"ENSMUSG00000031861","ENSMUSG00000031861","Lpar2",6317,"lysophosphatidic acid receptor 2 [Source:MGI Symbol;Acc:MGI:1858422]","protein_coding","chromosome","53978",0.25102141341665,0.382363302399085,0.547258768113174,1.12657241886678,1.6762089511244,0.21632821325471,0.310316413627492
"ENSMUSG00000033096","ENSMUSG00000033096","Apmap",2428,"adipocyte plasma membrane associated protein [Source:MGI Symbol;Acc:MGI:1919131]","protein_coding","chromosome","71881",5.80877102277153,6.95561879503591,0.207119607295175,3.97263639907785,1.67568573573292,0.21639604713956,0.310382761539957
"ENSMUSG00000022682","ENSMUSG00000022682","Rrn3",4318,"RRN3 RNA polymerase I transcription factor homolog (yeast) [Source:MGI Symbol;Acc:MGI:1925255]","protein_coding","chromosome","106298",6.66281030927511,6.18052443965439,-0.161041736705649,4.80816769189105,1.67223986014598,0.216843488005759,0.31099352258664
"ENSMUSG00000022427","ENSMUSG00000022427","Tomm22",1651,"translocase of outer mitochondrial membrane 22 [Source:MGI Symbol;Acc:MGI:2450248]","protein_coding","chromosome","223696",9.12116694833388,10.8561586937308,0.201633815640747,4.06379614130673,1.67047208647564,0.217073495945651,0.311292354042312
"ENSMUSG00000020956","ENSMUSG00000020956","Dtd2",3108,"D-tyrosyl-tRNA deacylase 2 [Source:MGI Symbol;Acc:MGI:1923485]","protein_coding","chromosome","328092",2.83531303581277,2.35197357981318,-0.327700136921961,3.05034233000499,1.66876558314242,0.217295832169037,0.311560294510674
"ENSMUSG00000051034","ENSMUSG00000051034","Zfp11",3929,"zinc finger protein 11 [Source:MGI Symbol;Acc:MGI:99156]","protein_coding","chromosome","22648",1.4288638410358,1.12550208335881,-0.41283250380199,2.3953344652917,1.6687055026628,0.217303665292489,0.311560294510674
"ENSMUSG00000073198","ENSMUSG00000073198","Bnip3l-ps",1132,"BCL2/adenovirus E1B interacting protein 3-like, pseudogene [Source:MGI Symbol;Acc:MGI:3642435]","transcribed_processed_pseudogene","chromosome","100043324",1.29123518966148,0.836446014761461,-0.700800849057881,0.501391571455059,1.66773043202677,0.217430843481965,0.311711562097051
"ENSMUSG00000005732","ENSMUSG00000005732","Ranbp1",1666,"RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]","protein_coding","chromosome","19385",6.60224917170959,7.98839994742897,0.22644318998919,3.62795852170632,1.66736126098946,0.217479019557171,0.311724716722041
"ENSMUSG00000037313","ENSMUSG00000037313","Tacc3",3552,"transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]","protein_coding","chromosome","21335",1.51603370871148,1.97919761438496,0.333467366987466,2.67948350209584,1.66732793949226,0.217483368626684,0.311724716722041
"ENSMUSG00000063714","ENSMUSG00000063714","Sp3os",892,"trans-acting transcription factor 3, opposite strand [Source:MGI Symbol;Acc:MGI:1914936]","lncRNA","chromosome","100503849",3.57135534649922,2.65900054292843,-0.473180037559483,1.58510092604032,1.66709393190453,0.217513914108687,0.311737430265185
"ENSMUSG00000024571","ENSMUSG00000024571","Gm16286",3075,"predicted gene 16286 [Source:MGI Symbol;Acc:MGI:3833940]","protein_coding","chromosome",NA,8.03773193148551,9.50193643634186,0.180739506052404,4.76252293724594,1.66440236120827,0.217865650822655,0.312210421495758
"ENSMUSG00000069274","ENSMUSG00000069274","Hist1h4f",391,"histone cluster 1, H4f [Source:MGI Symbol;Acc:MGI:2448425]","protein_coding","chromosome",NA,6.14512639835587,9.2358664584383,0.513620730501237,1.67201534075175,1.6641143353071,0.217903333994134,0.312233311697085
"ENSMUSG00000081152","ENSMUSG00000081152","Gm12430",1322,"predicted gene 12430 [Source:MGI Symbol;Acc:MGI:3651061]","processed_pseudogene","chromosome","666473",1.23136185610971,0.806490301889879,-0.655129560151374,0.636694609413338,1.6634245632528,0.217993613042993,0.31233155437182
"ENSMUSG00000004748","ENSMUSG00000004748","Mtfp1",1738,"mitochondrial fission process 1 [Source:MGI Symbol;Acc:MGI:1916686]","protein_coding","chromosome","67900",0.918024927291692,1.42046564108075,0.584992744954243,1.14524385814255,1.66268909213579,0.218089926779973,0.312424450136881
"ENSMUSG00000032030","ENSMUSG00000032030","Cul5",8165,"cullin 5 [Source:MGI Symbol;Acc:MGI:1922967]","protein_coding","chromosome","75717",5.89785123789247,5.44191259790308,-0.164945233050963,5.53973378843727,1.66259771631619,0.218101896771957,0.312424450136881
"ENSMUSG00000009569","ENSMUSG00000009569","Mrtfb",8990,"myocardin related transcription factor B [Source:MGI Symbol;Acc:MGI:3050795]","protein_coding","chromosome","239719",7.30214062497532,6.93928282497445,-0.129183251773726,6.00743391561954,1.66148103973253,0.218248247380108,0.312602957257316
"ENSMUSG00000026688","ENSMUSG00000026688","Mgst3",1097,"microsomal glutathione S-transferase 3 [Source:MGI Symbol;Acc:MGI:1913697]","protein_coding","chromosome","66447",1.18253518379466,2.16323622376594,0.774577428799559,1.00582059712721,1.66692321288422,0.218310420425942,0.312660870998397
"ENSMUSG00000070997","ENSMUSG00000070997","1700055D18Rik",3720,"RIKEN cDNA 1700055D18 gene [Source:MGI Symbol;Acc:MGI:1920655]","lncRNA","chromosome","73405",0.603457234405512,0.421228381608199,-0.587722929294101,1.08260926077846,1.65855676411632,0.218632104793085,0.313090404374604
"ENSMUSG00000015942","ENSMUSG00000015942","Gtf2ird2",6200,"GTF2I repeat domain containing 2 [Source:MGI Symbol;Acc:MGI:2149780]","protein_coding","chromosome","114674",2.25868687964717,1.9460021048116,-0.272087360229106,3.73061439343074,1.65770257950549,0.218744395427879,0.313220021410171
"ENSMUSG00000053870","ENSMUSG00000053870","Fpgt",6282,"fucose-1-phosphate guanylyltransferase [Source:MGI Symbol;Acc:MGI:1922790]","protein_coding","chromosome","75540",1.77497609263156,1.53328996381689,-0.267499801329691,3.408378781209,1.65695844473682,0.218842280019114,0.313326894555254
"ENSMUSG00000070461","ENSMUSG00000070461","9230112E08Rik",3352,"RIKEN cDNA 9230112E08 gene [Source:MGI Symbol;Acc:MGI:2444774]","lncRNA","chromosome","320800",1.07442180854932,1.51700988764268,0.458729638608466,2.17566061773416,1.65680398635228,0.218862604832574,0.313326894555254
"ENSMUSG00000028637","ENSMUSG00000028637","Ccdc30",12386,"coiled-coil domain containing 30 [Source:MGI Symbol;Acc:MGI:1920582]","protein_coding","chromosome","73332",0.394317964058691,0.315515129447677,-0.386943783235361,2.20743379117886,1.65504504032168,0.219094233395625,0.313627278261758
"ENSMUSG00000026785","ENSMUSG00000026785","Pkn3",4255,"protein kinase N3 [Source:MGI Symbol;Acc:MGI:2388285]","protein_coding","chromosome","263803",0.15773108218028,0.340091244741653,1.009018178129,0.312291798298919,1.67348097763931,0.219139351208624,0.313660643817917
"ENSMUSG00000007989","ENSMUSG00000007989","Fzd3",12804,"frizzled class receptor 3 [Source:MGI Symbol;Acc:MGI:108476]","protein_coding","chromosome","14365",3.8177227891432,3.57153540051111,-0.149609763668493,5.57679606420849,1.65443209953686,0.219175023918254,0.313680485022622
"ENSMUSG00000082248","ENSMUSG00000082248","Gm13161",559,"predicted gene 13161 [Source:MGI Symbol;Acc:MGI:3650656]","processed_pseudogene","chromosome","100861575",1.66312390970483,2.75518947290307,0.660987678717343,0.501262701323893,1.65145385581243,0.219568131730066,0.314211827914608
