gene_id	coding_length	SYMBOL	DESCRIPTION	Var
ENSMUSG00000083200	2608	Gm15066	predicted gene 15066 [Source:MGI Symbol;Acc:MGI:3706256]	171.130434782609
ENSMUSG00000083218	3130	Gm16425	predicted gene 16425 [Source:MGI Symbol;Acc:MGI:3643338]	148.021739130435
ENSMUSG00000083219	1143	Gm11410	predicted gene 11410 [Source:MGI Symbol;Acc:MGI:3652015]	459.384057971014
ENSMUSG00000083240	357	Gm13453	predicted gene 13453 [Source:MGI Symbol;Acc:MGI:3651618]	53.1884057971015
ENSMUSG00000083246	1953	Gm11839	predicted gene 11839 [Source:MGI Symbol;Acc:MGI:3651162]	145.69384057971
ENSMUSG00000083258	2874	Gm5939	predicted pseudogene 5939 [Source:MGI Symbol;Acc:MGI:3648845]	12.2155797101449
ENSMUSG00000083268	540	Gm11511	predicted gene 11511 [Source:MGI Symbol;Acc:MGI:3649770]	146.563405797101
ENSMUSG00000083270	2166	Gm13498	predicted gene 13498 [Source:MGI Symbol;Acc:MGI:3650381]	25.5054347826087
ENSMUSG00000083282	5041	Ctsf	cathepsin F [Source:MGI Symbol;Acc:MGI:1861434]	272393.326086957
ENSMUSG00000083283	444	Gm15361	predicted pseudogene 15361 [Source:MGI Symbol;Acc:MGI:3642247]	84.4329710144928
ENSMUSG00000083287	684	Gm13502	predicted gene 13502 [Source:MGI Symbol;Acc:MGI:3649894]	20.0851449275362
ENSMUSG00000083306	294	Gm13868	predicted gene 13868 [Source:MGI Symbol;Acc:MGI:3651789]	1706.36956521739
ENSMUSG00000083307	1257	AA414768	expressed sequence AA414768 [Source:MGI Symbol;Acc:MGI:3035137]	655.557971014493
ENSMUSG00000083325	1380	Gm14121	predicted gene 14121 [Source:MGI Symbol;Acc:MGI:3651769]	1.32608695652174
ENSMUSG00000083327	2406	Vcp-rs	valosin containing protein, related sequence [Source:MGI Symbol;Acc:MGI:894298]	387.867753623188
ENSMUSG00000083337	557	Gm11539	predicted gene 11539 [Source:MGI Symbol;Acc:MGI:3651911]	627.239130434783
ENSMUSG00000083362	888	Gm8606	predicted gene 8606 [Source:MGI Symbol;Acc:MGI:3646345]	74.2155797101449
ENSMUSG00000083364	393	Llph-ps2	LLP homolog, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3642864]	34.7753623188406
ENSMUSG00000083367	1407	Gm8806	predicted gene 8806 [Source:MGI Symbol;Acc:MGI:3643511]	435.992753623188
ENSMUSG00000083391	1008	Gm14148	predicted gene 14148 [Source:MGI Symbol;Acc:MGI:3651554]	24.5797101449275
ENSMUSG00000083396	1194	Gm15542	predicted gene 15542 [Source:MGI Symbol;Acc:MGI:3782990]	160.775362318841
ENSMUSG00000083397	1890	Gm5466	predicted gene 5466 [Source:MGI Symbol;Acc:MGI:3647828]	4352.71739130435
ENSMUSG00000083421	887	Gm14776	predicted gene 14776 [Source:MGI Symbol;Acc:MGI:3705559]	154.519927536232
ENSMUSG00000083422	1456	Gm15604	predicted gene 15604 [Source:MGI Symbol;Acc:MGI:3783051]	17.8677536231884
ENSMUSG00000083424	333	Rpl35a-ps4	ribosomal protein 35A, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3650995]	78.8242753623188
ENSMUSG00000083454	404	Gm13226	predicted gene 13226 [Source:MGI Symbol;Acc:MGI:3651282]	518.259057971014
ENSMUSG00000083465	1267	Gm11652	predicted gene 11652 [Source:MGI Symbol;Acc:MGI:3651204]	42.1666666666667
ENSMUSG00000083468	1051	Gm9431	predicted gene 9431 [Source:MGI Symbol;Acc:MGI:3648373]	14.804347826087
ENSMUSG00000083496	749	Gm11263	predicted gene 11263 [Source:MGI Symbol;Acc:MGI:3651899]	64.5923913043478
ENSMUSG00000083554	2726	Gm6645	predicted gene 6645 [Source:MGI Symbol;Acc:MGI:3647900]	34.1141304347826
ENSMUSG00000083563	1545	Gm13340	predicted gene 13340 [Source:MGI Symbol;Acc:MGI:3650227]	1278855.7807971
ENSMUSG00000083579	313	Gm15538	predicted gene 15538 [Source:MGI Symbol;Acc:MGI:3782986]	226.891304347826
ENSMUSG00000083596	483	Rpl21-ps15	ribosomal protein L21, pseudogene 15 [Source:MGI Symbol;Acc:MGI:3705426]	9804.80434782609
ENSMUSG00000083610	537	Oaz2-ps	ornithine decarboxylase antizyme 2, pseudogene [Source:MGI Symbol;Acc:MGI:3644634]	25.0416666666667
ENSMUSG00000083621	408	Gm14586	predicted gene 14586 [Source:MGI Symbol;Acc:MGI:3705507]	4334.34601449275
ENSMUSG00000083649	1013	Rasl2-9	RAS-like, family 2, locus 9 [Source:MGI Symbol;Acc:MGI:104605]	12.5144927536232
ENSMUSG00000083668	1587	Gm5648	predicted pseudogene 5648 [Source:MGI Symbol;Acc:MGI:3647868]	31.3623188405797
ENSMUSG00000083669	348	Gm10169	predicted pseudogene 10169 [Source:MGI Symbol;Acc:MGI:3642393]	43.3025362318841
ENSMUSG00000083672	1569	Kpna2-ps	Kpna2 retrotransposed pseudogene [Source:MGI Symbol;Acc:MGI:3647335]	15.2753623188406
ENSMUSG00000083674	3113	Zfp133-ps	zinc finger protein 133, pseudogene [Source:MGI Symbol;Acc:MGI:2176612]	159.731884057971
ENSMUSG00000083678	731	Gm12989	predicted gene 12989 [Source:MGI Symbol;Acc:MGI:3652245]	116.259057971014
ENSMUSG00000083692	1339	Gm9575	predicted gene 9575 [Source:MGI Symbol;Acc:MGI:3779984]	48.5797101449275
ENSMUSG00000083705	669	Gm8624	predicted gene 8624 [Source:MGI Symbol;Acc:MGI:3646811]	18.4764492753623
ENSMUSG00000083716	567	Gm13436	predicted gene 13436 [Source:MGI Symbol;Acc:MGI:3651005]	1308.17391304348
ENSMUSG00000083743	307	Gm12421	predicted gene 12421 [Source:MGI Symbol;Acc:MGI:3650591]	47.536231884058
ENSMUSG00000083764	1582	Gm11516	predicted gene 11516 [Source:MGI Symbol;Acc:MGI:3649759]	55.1721014492754
ENSMUSG00000083773	1000	Gm13394	predicted gene 13394 [Source:MGI Symbol;Acc:MGI:3651848]	17.1721014492754
ENSMUSG00000083798	637	Gm14584	predicted gene 14584 [Source:MGI Symbol;Acc:MGI:3705780]	8370.05797101449
ENSMUSG00000083816	1057	Gm13033	predicted gene 13033 [Source:MGI Symbol;Acc:MGI:3649305]	26.6884057971014
ENSMUSG00000083819	1461	Gm11977	predicted gene 11977 [Source:MGI Symbol;Acc:MGI:3650690]	65.5199275362319
ENSMUSG00000083827	1156	Gm15712	predicted gene 15712 [Source:MGI Symbol;Acc:MGI:3783154]	143.302536231884
ENSMUSG00000083833	483	Gm13841	predicted gene 13841 [Source:MGI Symbol;Acc:MGI:3650890]	2364.17210144928
ENSMUSG00000083836	1057	Ldha-ps2	lactate dehydrogenase A, pseudogene 2 [Source:MGI Symbol;Acc:MGI:96761]	81.8677536231884
ENSMUSG00000083844	3102	Ube2d-ps	ubiquitin-conjugating enzyme E2D, pseudogene [Source:MGI Symbol;Acc:MGI:1913774]	10909.4619565217
ENSMUSG00000083853	445	Gm15696	predicted gene 15696 [Source:MGI Symbol;Acc:MGI:3783137]	125.847826086957
ENSMUSG00000083863	672	Gm13341	predicted gene 13341 [Source:MGI Symbol;Acc:MGI:3650228]	1654574.24456522
ENSMUSG00000083876	409	Gm11439	predicted gene 11439 [Source:MGI Symbol;Acc:MGI:3649798]	93.7807971014493
ENSMUSG00000083878	399	Gm12034	predicted gene 12034 [Source:MGI Symbol;Acc:MGI:3651409]	492.695652173913
ENSMUSG00000083892	789	Gm1848	predicted gene 1848 [Source:MGI Symbol;Acc:MGI:3037706]	145.710144927536
ENSMUSG00000083899	2255	Gm12346	predicted gene 12346 [Source:MGI Symbol;Acc:MGI:3649810]	1267.51992753623
ENSMUSG00000083909	618	Gm15842	predicted gene 15842 [Source:MGI Symbol;Acc:MGI:3801843]	31.3623188405797
ENSMUSG00000083951	333	Gm13786	predicted gene 13786 [Source:MGI Symbol;Acc:MGI:3649782]	120.978260869565
ENSMUSG00000083953	636	Gm14049	predicted gene 14049 [Source:MGI Symbol;Acc:MGI:3650777]	107.824275362319
ENSMUSG00000083964	973	Gm14122	predicted gene 14122 [Source:MGI Symbol;Acc:MGI:3651998]	113.172101449275
ENSMUSG00000083992	599	Gm11478	predicted gene 11478 [Source:MGI Symbol;Acc:MGI:3650888]	6302.33152173913
ENSMUSG00000084024	1235	Gm15937	predicted gene 15937 [Source:MGI Symbol;Acc:MGI:3802031]	196.085144927536
ENSMUSG00000084025	579	Gm6276	predicted pseudogene 6276 [Source:MGI Symbol;Acc:MGI:3645369]	92.606884057971
ENSMUSG00000084052	448	Gm11745	predicted gene 11745 [Source:MGI Symbol;Acc:MGI:3649528]	216.978260869565
ENSMUSG00000084099	370	Gm12929	predicted gene 12929 [Source:MGI Symbol;Acc:MGI:3652021]	104.998188405797
ENSMUSG00000084106	891	Gm6136	predicted pseudogene 6136 [Source:MGI Symbol;Acc:MGI:3646897]	10245.0652173913
ENSMUSG00000084111	636	Gm15710	predicted gene 15710 [Source:MGI Symbol;Acc:MGI:3783151]	1115.9981884058
ENSMUSG00000084124	135	Gm13588	predicted gene 13588 [Source:MGI Symbol;Acc:MGI:3650686]	16.7663043478261
ENSMUSG00000084128	4340	Esrp2	epithelial splicing regulatory protein 2 [Source:MGI Symbol;Acc:MGI:1924661]	66.6014492753623
ENSMUSG00000084129	634	Hmgb1-ps1	high mobility group box 1, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3768536]	130.215579710145
ENSMUSG00000084131	1214	Rpl3-ps2	ribosomal protein L3, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3645345]	50912.3405797101
ENSMUSG00000084153	945	Gm12186	predicted gene 12186 [Source:MGI Symbol;Acc:MGI:3649200]	17.0144927536232
ENSMUSG00000084183	1100	Gm12009	predicted gene 12009 [Source:MGI Symbol;Acc:MGI:3651311]	21.7971014492754
ENSMUSG00000084215	929	Gm11814	predicted gene 11814 [Source:MGI Symbol;Acc:MGI:3650512]	69.536231884058
ENSMUSG00000084235	489	Gm15421	predicted gene 15421 [Source:MGI Symbol;Acc:MGI:3705475]	39.1721014492754
ENSMUSG00000084260	582	Gm12844	predicted gene 12844 [Source:MGI Symbol;Acc:MGI:3651053]	249.557971014493
ENSMUSG00000084277	69	Gm11702	predicted gene 11702 [Source:MGI Symbol;Acc:MGI:3649846]	9.58695652173913
ENSMUSG00000084284	523	Tpt1-ps6	tumor protein, translationally-controlled, pseudogene 6 [Source:MGI Symbol;Acc:MGI:2665000]	90.231884057971
ENSMUSG00000084289	512	Gm6977	predicted gene 6977 [Source:MGI Symbol;Acc:MGI:3647597]	8750.34601449275
ENSMUSG00000084291	348	Gm6654	predicted pseudogene 6654 [Source:MGI Symbol;Acc:MGI:3648118]	151.911231884058
ENSMUSG00000084304	325	Gm6142	predicted pseudogene 6142 [Source:MGI Symbol;Acc:MGI:3644670]	138.688405797101
ENSMUSG00000084314	395	Rps15a-ps3	ribosomal protein S15A, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3650886]	238.753623188406
ENSMUSG00000084319	519	Tpt1-ps3	tumor protein, translationally-controlled, pseudogene 3 [Source:MGI Symbol;Acc:MGI:2664997]	31820.1576086957
ENSMUSG00000084329	1920	Gm6733	predicted gene 6733 [Source:MGI Symbol;Acc:MGI:3645402]	117.070652173913
ENSMUSG00000084345	555	Rpl17-ps4	ribosomal protein L17, pseudogene 4 [Source:MGI Symbol;Acc:MGI:3651043]	89.5199275362319
ENSMUSG00000084349	1210	Rpl3-ps1	ribosomal protein L3, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644217]	27606.5434782609
ENSMUSG00000084350	2413	Znf41-ps	ZNF41, pseudogene [Source:MGI Symbol;Acc:MGI:1917255]	1393.08514492754
ENSMUSG00000084353	240	Gm15452	predicted gene 15452 [Source:MGI Symbol;Acc:MGI:3768636]	10.8677536231884
ENSMUSG00000084381	494	AA413626	expressed sequence AA413626 [Source:MGI Symbol;Acc:MGI:3035311]	30.804347826087
ENSMUSG00000084383	483	Gm13370	predicted gene 13370 [Source:MGI Symbol;Acc:MGI:3651012]	203.152173913043
ENSMUSG00000084399	2796	Gm15666	predicted gene 15666 [Source:MGI Symbol;Acc:MGI:3783108]	658.753623188406
ENSMUSG00000084403	387	Rps15a-ps8	ribosomal protein S15A, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3652112]	399.867753623188
ENSMUSG00000084408	1322	Gm11870	predicted gene 11870 [Source:MGI Symbol;Acc:MGI:3650285]	699.014492753623
ENSMUSG00000084411	347	Gm11510	predicted gene 11510 [Source:MGI Symbol;Acc:MGI:3650711]	210.780797101449
ENSMUSG00000084413	1003	Gm12017	predicted gene 12017 [Source:MGI Symbol;Acc:MGI:3651377]	27.8677536231884
ENSMUSG00000084416	654	Rpl10a-ps1	ribosomal protein L10A, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3705885]	9743.36231884058
ENSMUSG00000084421	129	Gm25107	predicted gene, 25107 [Source:MGI Symbol;Acc:MGI:5454884]	36.2590579710145
ENSMUSG00000084431	110	n-R5s48	nuclear encoded rRNA 5S 48 [Source:MGI Symbol;Acc:MGI:4421893]	67.0434782608696
ENSMUSG00000084497	100	Gm22107	predicted gene, 22107 [Source:MGI Symbol;Acc:MGI:5451884]	317.201086956522
ENSMUSG00000084544	323	Gm23183	predicted gene, 23183 [Source:MGI Symbol;Acc:MGI:5452960]	145.375
ENSMUSG00000084592	83	Mir1898	microRNA 1898 [Source:MGI Symbol;Acc:MGI:3811421]	104.606884057971
ENSMUSG00000084611	267	Gm24371	predicted gene, 24371 [Source:MGI Symbol;Acc:MGI:5454148]	100.461956521739
ENSMUSG00000084616	104	Gm25047	predicted gene, 25047 [Source:MGI Symbol;Acc:MGI:5454824]	46.1739130434783
ENSMUSG00000084744	144	Gm25291	predicted gene, 25291 [Source:MGI Symbol;Acc:MGI:5455068]	31.8478260869565
ENSMUSG00000084771	6252	A230072E10Rik	RIKEN cDNA A230072E10 gene [Source:MGI Symbol;Acc:MGI:3603753]	238.057971014493
ENSMUSG00000084783	743	Gm15419	predicted gene 15419 [Source:MGI Symbol;Acc:MGI:3705320]	330.666666666667
ENSMUSG00000084786	3468	Ubl5	ubiquitin-like 5 [Source:MGI Symbol;Acc:MGI:1913427]	16673.2010869565
ENSMUSG00000084788	1784	Gm11342	predicted gene 11342 [Source:MGI Symbol;Acc:MGI:3652098]	550.079710144928
ENSMUSG00000084790	1023	Gm15879	predicted gene 15879 [Source:MGI Symbol;Acc:MGI:3802012]	146.666666666667
ENSMUSG00000084792	1043	1700056N10Rik	RIKEN cDNA 1700056N10 gene [Source:MGI Symbol;Acc:MGI:1920642]	512.824275362319
ENSMUSG00000084796	269	Mir142hg	Mir142 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1925841]	30.6304347826087
ENSMUSG00000084799	2880	Ino80dos	INO80 complex subunit D, opposite strand [Source:MGI Symbol;Acc:MGI:3651861]	1108.51449275362
ENSMUSG00000084808	1211	9430091E24Rik	RIKEN cDNA 9430091E24 gene [Source:MGI Symbol;Acc:MGI:1924618]	113.041666666667
ENSMUSG00000084817	423	Gm5526	predicted pseudogene 5526 [Source:MGI Symbol;Acc:MGI:3643066]	631.69384057971
ENSMUSG00000084826	1574	AI847159	expressed sequence AI847159 [Source:MGI Symbol;Acc:MGI:3528181]	2154.45652173913
ENSMUSG00000084835	760	Gm12352	predicted gene 12352 [Source:MGI Symbol;Acc:MGI:3705172]	56.7373188405797
ENSMUSG00000084843	1703	B230312C02Rik	RIKEN cDNA B230312C02 gene [Source:MGI Symbol;Acc:MGI:2444130]	3711.59239130435
ENSMUSG00000084845	5514	Tmem240	transmembrane protein 240 [Source:MGI Symbol;Acc:MGI:3648074]	142.070652173913
ENSMUSG00000084846	2234	A730011C13Rik	RIKEN cDNA A730011C13 gene [Source:MGI Symbol;Acc:MGI:2442973]	2578.16666666667
ENSMUSG00000084850	600	Gm12092	predicted gene 12092 [Source:MGI Symbol;Acc:MGI:3650092]	40.6503623188406
ENSMUSG00000084880	2944	Tomm6os	translocase of outer mitochondrial membrane 6, opposite strand [Source:MGI Symbol;Acc:MGI:3705171]	154.070652173913
ENSMUSG00000084883	4337	Ccdc85c	coiled-coil domain containing 85C [Source:MGI Symbol;Acc:MGI:3644008]	108882.695652174
ENSMUSG00000084885	1816	3010001F23Rik	RIKEN cDNA 3010001F23 gene [Source:MGI Symbol;Acc:MGI:1922943]	279.471014492754
ENSMUSG00000084887	184	Gm11749	predicted gene 11749 [Source:MGI Symbol;Acc:MGI:3652041]	43.6938405797101
ENSMUSG00000084899	421	Gm15344	predicted gene 15344 [Source:MGI Symbol;Acc:MGI:3708098]	23.5869565217391
ENSMUSG00000084907	831	Gm14505	predicted gene 14505 [Source:MGI Symbol;Acc:MGI:3705173]	45.536231884058
ENSMUSG00000084910	2581	C630043F03Rik	RIKEN cDNA C630043F03 gene [Source:MGI Symbol;Acc:MGI:1915535]	320.666666666667
ENSMUSG00000084915	2017	C230037L18Rik	RIKEN cDNA C230037L18 gene [Source:MGI Symbol;Acc:MGI:3697701]	23.8677536231884
ENSMUSG00000084925	1816	1810062O18Rik	RIKEN cDNA 1810062O18 gene [Source:MGI Symbol;Acc:MGI:1922852]	214.288043478261
ENSMUSG00000084939	3502	Gm830	predicted gene 830 [Source:MGI Symbol;Acc:MGI:2685676]	14550.6014492754
ENSMUSG00000084941	873	Gm11944	predicted gene 11944 [Source:MGI Symbol;Acc:MGI:3702312]	2147.6231884058
ENSMUSG00000084950	2100	Gm5577	predicted gene 5577 [Source:MGI Symbol;Acc:MGI:3648213]	503.847826086957
ENSMUSG00000084957	4402	Bbip1	BBSome interacting protein 1 [Source:MGI Symbol;Acc:MGI:1913610]	5348.95471014493
ENSMUSG00000084968	3700	Gm12743	predicted gene 12743 [Source:MGI Symbol;Acc:MGI:3651449]	226.650362318841
ENSMUSG00000084989	7132	Crocc2	ciliary rootlet coiled-coil, rootletin family member 2 [Source:MGI Symbol;Acc:MGI:3045962]	4031.65036231884
ENSMUSG00000084997	1236	Gm15471	predicted gene 15471 [Source:MGI Symbol;Acc:MGI:3705197]	44.0797101449275
ENSMUSG00000084998	2945	Gm16279	predicted gene 16279 [Source:MGI Symbol;Acc:MGI:3826576]	105.123188405797
ENSMUSG00000085001	2116	Rapgef4os2	Rap guanine nucleotide exchange factor (GEF) 4, opposite strand 2 [Source:MGI Symbol;Acc:MGI:2139429]	433.188405797101
ENSMUSG00000085006	1794	BC021767	cDNA sequence BC021767 [Source:MGI Symbol;Acc:MGI:3615512]	1248.67934782609
ENSMUSG00000085008	4020	Dbhos	dopamine beta hydroxylase, opposite strand [Source:MGI Symbol;Acc:MGI:3652314]	100.253623188406
ENSMUSG00000085012	606	Gm15492	predicted gene 15492 [Source:MGI Symbol;Acc:MGI:3782938]	22.6884057971014
ENSMUSG00000085024	917	C230035I16Rik	RIKEN cDNA C230035I16 gene [Source:MGI Symbol;Acc:MGI:2444850]	53.5054347826087
ENSMUSG00000085028	2976	Slc2a4rg-ps	Slc2a4 regulator, pseudogene [Source:MGI Symbol;Acc:MGI:3651388]	395.983695652174
ENSMUSG00000085030	1691	2810455O05Rik	RIKEN cDNA 2810455O05 gene [Source:MGI Symbol;Acc:MGI:1920072]	29.0416666666667
ENSMUSG00000085037	3847	4933421O10Rik	RIKEN cDNA 4933421O10 gene [Source:MGI Symbol;Acc:MGI:1918323]	2705.38405797101
ENSMUSG00000085039	3736	Gm15927	predicted gene 15927 [Source:MGI Symbol;Acc:MGI:3801889]	53.1721014492754
ENSMUSG00000085049	1285	Parvaos	parvin, alpha, opposite strand [Source:MGI Symbol;Acc:MGI:2445046]	118.405797101449
ENSMUSG00000085054	4616	Gm15834	predicted gene 15834 [Source:MGI Symbol;Acc:MGI:3802168]	180.128623188406
ENSMUSG00000085057	5662	Gm13415	predicted gene 13415 [Source:MGI Symbol;Acc:MGI:3651241]	689.210144927536
ENSMUSG00000085067	2436	Gm15631	predicted gene 15631 [Source:MGI Symbol;Acc:MGI:3783075]	44.0851449275362
ENSMUSG00000085084	4176	4930570G19Rik	RIKEN cDNA 4930570G19 gene [Source:MGI Symbol;Acc:MGI:1923158]	289.041666666667
ENSMUSG00000085105	5232	Gm12758	predicted gene 12758 [Source:MGI Symbol;Acc:MGI:3702543]	236.86231884058
ENSMUSG00000085112	1852	A530072M11Rik	RIKEN cDNA gene A530072M11 [Source:MGI Symbol;Acc:MGI:4440477]	67.8097826086957
ENSMUSG00000085133	4715	B930095G15Rik	RIKEN cDNA B930095G15 gene [Source:MGI Symbol;Acc:MGI:2443701]	37587.6231884058
ENSMUSG00000085139	4707	A730046J19Rik	RIKEN cDNA A730046J19 gene [Source:MGI Symbol;Acc:MGI:2442684]	160.608695652174
ENSMUSG00000085148	1924	Mir22hg	Mir22 host gene (non-protein coding) [Source:MGI Symbol;Acc:MGI:1914348]	8249.10144927536
ENSMUSG00000085151	1579	1110018N20Rik	RIKEN cDNA 1110018N20 gene [Source:MGI Symbol;Acc:MGI:1915753]	247.210144927536
ENSMUSG00000085154	780	C130046K22Rik	RIKEN cDNA C130046K22 gene [Source:MGI Symbol;Acc:MGI:3026935]	177.81884057971
ENSMUSG00000085156	2652	Snhg15	small nucleolar RNA host gene 15 [Source:MGI Symbol;Acc:MGI:3650059]	1094.4347826087
ENSMUSG00000085162	3585	Gm12295	predicted gene 12295 [Source:MGI Symbol;Acc:MGI:3650535]	324.369565217391
ENSMUSG00000085169	1802	Gm10785	predicted gene 10785 [Source:MGI Symbol;Acc:MGI:3642149]	41.2155797101449
ENSMUSG00000085172	772	Gm6542	predicted gene 6542 [Source:MGI Symbol;Acc:MGI:3644649]	208.070652173913
ENSMUSG00000085175	885	Gm11423	predicted gene 11423 [Source:MGI Symbol;Acc:MGI:3651335]	107.505434782609
ENSMUSG00000085183	761	Wincr1	WNT induced non-coding RNA 1 [Source:MGI Symbol;Acc:MGI:3649757]	4800.42753623188
ENSMUSG00000085196	2558	Gm14963	predicted gene 14963 [Source:MGI Symbol;Acc:MGI:3705162]	169.288043478261
ENSMUSG00000085201	801	Nr6a1os	nuclear receptor subfamily 6, group A, member 1, opposite strand [Source:MGI Symbol;Acc:MGI:3649430]	591.519927536232
ENSMUSG00000085204	752	Gm15327	predicted gene 15327 [Source:MGI Symbol;Acc:MGI:3705295]	78.2010869565217
ENSMUSG00000085207	493	Gm11767	predicted gene 11767 [Source:MGI Symbol;Acc:MGI:3650674]	122.809782608696
ENSMUSG00000085208	6498	Brip1os	BRCA1 interacting protein C-terminal helicase 1, opposite strand [Source:MGI Symbol;Acc:MGI:1921288]	91913.5634057971
ENSMUSG00000085213	469	Gm13091	predicted gene 13091 [Source:MGI Symbol;Acc:MGI:3649653]	104.896739130435
ENSMUSG00000085218	1311	BB218582	expressed sequence BB218582 [Source:MGI Symbol;Acc:MGI:2139448]	26.8242753623188
ENSMUSG00000085227	1339	6330418K02Rik	RIKEN cDNA 6330418K02 gene [Source:MGI Symbol;Acc:MGI:3697416]	3790.17210144928
ENSMUSG00000085228	297	Gm14376	predicted gene 14376 [Source:MGI Symbol;Acc:MGI:3651797]	70.4057971014493
ENSMUSG00000085236	1917	2610206C17Rik	RIKEN cDNA 2610206C17 gene [Source:MGI Symbol;Acc:MGI:1919745]	64.0217391304348
ENSMUSG00000085241	986	Snhg3	small nucleolar RNA host gene 3 [Source:MGI Symbol;Acc:MGI:2684817]	1844.17210144928
ENSMUSG00000085256	848	Dmrta2os	doublesex and mab-3 related transcription factor like family A2, opposite strand [Source:MGI Symbol;Acc:MGI:1924703]	1503.1884057971
ENSMUSG00000085260	527	Med9os	mediator complex subunit 9, opposite strand [Source:MGI Symbol;Acc:MGI:1916628]	25.9057971014493
ENSMUSG00000085272	3197	Sbk3	SH3 domain binding kinase family, member 3 [Source:MGI Symbol;Acc:MGI:2685924]	55.9547101449275
ENSMUSG00000085282	3365	Gm15663	predicted gene 15663 [Source:MGI Symbol;Acc:MGI:3783105]	1228.25905797101
ENSMUSG00000085287	2762	4833418N02Rik	RIKEN cDNA 4833418N02 gene [Source:MGI Symbol;Acc:MGI:1921847]	108.215579710145
ENSMUSG00000085289	3888	Gm15337	predicted gene 15337 [Source:MGI Symbol;Acc:MGI:3705103]	26.9981884057971
ENSMUSG00000085295	1135	4930430E12Rik	RIKEN cDNA 4930430E12 gene [Source:MGI Symbol;Acc:MGI:1918889]	20.1721014492754
ENSMUSG00000085303	1685	Gm16751	predicted gene, 16751 [Source:MGI Symbol;Acc:MGI:4439675]	188.505434782609
ENSMUSG00000085304	1813	Gm12802	predicted gene 12802 [Source:MGI Symbol;Acc:MGI:3649683]	57.7807971014493
ENSMUSG00000085315	1713	A430018G15Rik	RIKEN cDNA A430018G15 gene [Source:MGI Symbol;Acc:MGI:3040796]	114.166666666667
ENSMUSG00000085327	401	Gm16104	predicted gene 16104 [Source:MGI Symbol;Acc:MGI:3801749]	78.3405797101449
ENSMUSG00000085334	2680	Gm12940	predicted gene 12940 [Source:MGI Symbol;Acc:MGI:3702626]	4688.17210144928
ENSMUSG00000085342	471	Gm12254	predicted gene 12254 [Source:MGI Symbol;Acc:MGI:3650324]	81.036231884058
ENSMUSG00000085347	1556	Hk1os	hexokinase 1, opposite strand [Source:MGI Symbol;Acc:MGI:1917412]	85.3623188405797
ENSMUSG00000085355	1747	3010003L21Rik	RIKEN cDNA 3010003L21 gene [Source:MGI Symbol;Acc:MGI:1924094]	147.157608695652
ENSMUSG00000085376	901	Gm14508	predicted gene 14508 [Source:MGI Symbol;Acc:MGI:3705279]	45.7228260869565
ENSMUSG00000085379	3201	2310058D17Rik	RIKEN cDNA 2310058D17 gene [Source:MGI Symbol;Acc:MGI:1922944]	95.731884057971
ENSMUSG00000085385	7052	Snhg17	small nucleolar RNA host gene 17 [Source:MGI Symbol;Acc:MGI:1915358]	12859.4130434783
ENSMUSG00000085396	8247	Firre	functional intergenic repeating RNA element [Source:MGI Symbol;Acc:MGI:2147989]	215606.780797101
ENSMUSG00000085399	3224	Foxd2os	forkhead box D2, opposite strand [Source:MGI Symbol;Acc:MGI:2444065]	17476.2880434783
ENSMUSG00000085408	2436	C530005A16Rik	RIKEN cDNA C530005A16 gene [Source:MGI Symbol;Acc:MGI:3612454]	71.6449275362319
ENSMUSG00000085415	785	Selenok-ps1	selenoprotein K, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3649370]	63.0416666666667
ENSMUSG00000085419	728	Gm11734	predicted gene 11734 [Source:MGI Symbol;Acc:MGI:3652086]	170.347826086957
ENSMUSG00000085423	514	4930594M22Rik	RIKEN cDNA 4930594M22 gene [Source:MGI Symbol;Acc:MGI:1925478]	306.144927536232
ENSMUSG00000085433	1063	Gm16001	predicted gene 16001 [Source:MGI Symbol;Acc:MGI:3802119]	191.188405797101
ENSMUSG00000085436	1273	Zfp335os	zinc finger protein 335, opposite strand [Source:MGI Symbol;Acc:MGI:3649775]	504.31884057971
ENSMUSG00000085438	8306	Oip5os1	Opa interacting protein 5, opposite strand 1 [Source:MGI Symbol;Acc:MGI:1913852]	366789.476449275
ENSMUSG00000085442	466	Gm3362	predicted pseudogene 3362 [Source:MGI Symbol;Acc:MGI:3781540]	246.695652173913
ENSMUSG00000085457	3487	1110046J04Rik	RIKEN cDNA 1110046J04 gene [Source:MGI Symbol;Acc:MGI:1916058]	222.983695652174
ENSMUSG00000085492	2897	Trmt61b	tRNA methyltransferase 61B [Source:MGI Symbol;Acc:MGI:1916039]	865.471014492754
ENSMUSG00000085498	1781	Gm14023	predicted gene 14023 [Source:MGI Symbol;Acc:MGI:3650639]	33.5199275362319
